type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-1609.0,0,0.0,-76.48046293720014,-0.027228069690525124
origin,ori,ori,3085.0,0,100.0,-0.04787188805470066,-0.004444444444444357
NAP,lacI,lac1,3167.0,0,20.0,-11.393509357018894,-0.016081081081080955
NAP,lacI,lac2,4371.0,0,20.0,-76.48046293720014,-0.027228069690525124
EXT,EXT_R,EXT,9085.0,0,0.0,0.0,-0.06
