id,corpus_id,chantlink,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast,feast_code,genre,office,srclink,melody_id,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx,db,image_link
,,https://cantusdatabase.org/chant/537840,Dominus pars hereditatis meae et ,,8,,,B-TOb olv 63,01,087v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123664,,Dominus pars hereditatis meae et calicis mei,,,,,,CD,
,,https://cantusdatabase.org/chant/540954,Dominus pars hereditatis meae,,8,,,B-TOb olv 64,01,071v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123665,,,,,,,,CD,
,,https://cantusdatabase.org/chant/254036,Dominus pars hereditatis meae et,,8,,,CH-Fco Ms. 2,01,048r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123672,,Dominus pars hereditatis meae et calicis mei,,1---gk--kj--klkj-kjhg-hg---hj7---j--j--jh--jk--hj---gh-jh--hg---g---hjhg-hjh--gf--gh---hkj-klkjh--hjhg-hg---3---k--k---3,,,,CD,http://www.e-codices.unifr.ch/en/fcc/0002/48r/medium
,,https://cantusplanus.pl/chant/24612,Dominus pars hereditatis meae et calicis ,,,,,D-B Theol. Lat. Qu. 149 Breviarium monasticum,01,095r,,,,Dom. 2 p. Epiph.,05021000,V,M,https://cantusplanus.pl/source/22868,,Dominus pars hereditatis meae et calicis mei,,,,,,CPL,
,,https://cantusdatabase.org/chant/346182,Dominus pars hereditatis,,8,,,D-MZb A,01,204r,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123620,,,,,,,,CD,
,,https://cantusdatabase.org/chant/359916,Dominus pars hereditatis meae,,8,,,D-Ma 12o Cmm 1,01,052v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123673,,,,,,,,CD,
,,https://cantusdatabase.org/chant/373049,Dominus pars hereditatis meae,,8,,,D-Mbs Clm 4303,01,115v,,,,Dom. per annum,04001000,V,M,https://cantusdatabase.org/source/123681,,,,1--gk-kj-klkj-kjhg-hg--hj--j-j-jh-jk-hj,,,,CD,https://www.digitale-sammlungen.de/en/view/bsb00060193?page=239
,,https://musicahispanica.eu/chant/120608,Dominus pars hereditatis meae et calicis ,,8,,,E-Bbc (Barcelona) M 888,1.3,032v,,,,Dom. 2 p. Epiph.,05021000,V,M,https://musicahispanica.eu/source/20232,,Dominus pars hereditatis meae et calicis mei,,,,,,SEMM,0
,,https://musicahispanica.eu/chant/21142,Dominus pars hereditatis meae et calicis ,,8,,,E-H (Huesca) Ms. 7,2.1,087r,,,,Dom. 2 p. Epiph.,05021000,V,M,https://musicahispanica.eu/source/20425,,Dominus pars hereditatis meae et calicis mei,,,,,,SEMM,0
,,https://pemdatabase.eu/musical-item/69102,Dominus pars hereditatis meae et calicis ,,8,,,E-TUY (Tuy) Archivo Capitular de la Catedral de Tuy Fragmento 001,01,Av,,,,Dom. per annum,04001000,V,M,https://pemdatabase.eu/source/69092,,,,,,,,PEM,https://pemdatabase.eu/gallery-item/6043
