distance,mean,std
101,0.9722459888331232,0.005469287357277921
121,0.9844084907075002,0.0059630371439768565
151,0.9828527577599211,0.0034786429871994638
191,0.9896843108025862,0.004439180029252631
251,1.0,0.0038825551455156843
331,1.0132463328364396,0.007114795894181106
451,1.0488639069956163,0.006843383317852818
851,1.1078880401513613,0.007528278308265744
1081,1.135245124414533,0.0029946377635838494
2311,1.187878734420619,0.008169295570029465
3240,1.188997847774122,0.009274476451672203
5051,1.2169690661633048,0.0032766811165760783
