Signal,Error,distance
0.948571640424508,0.01558992629216404,111
0.9368097228161637,0.013014283774164822,131
0.9395715584822747,0.010882118893208977,161
0.9710091280183784,0.008533209657420526,201
1.0,0.015581593447291002,261
1.0345941132220555,0.02066542904564753,341
1.0460448597023948,0.025393454926922302,461
1.0603153095548254,0.012246177281867464,631
1.0727443013195017,0.02336013894329667,861
1.1217299388883961,0.0207613707915082,1091
1.1031938425658034,0.021628083742709407,2321
1.094802426093983,0.025858475521552463,3250
