E_20,ZnPc_20,E_40,ZnPc_40,E_55,ZnPc_55,E_70,ZnPc_70,E_90,ZnPc_90
282.80139,0.0039188666,282.7998,0.0097629968,282.79996,0.01263812,282.80054,0.018779397,282.80014,0.019825114
282.90005,0.0022448401,282.90045,0.0065380833,282.90082,0.015628753,282.90094,0.020200305,282.90063,0.023955943
283.00031,0.00062231434,282.99927,0.010123239,283.00345,0.018881945,283.00031,0.023529824,283.00006,0.027011415
283.10001,0.0039826939,283.10001,0.014758276,283.09933,0.025123581,283.09964,0.020334782,283.10071,0.027876904
283.19971,0.0041076746,283.20102,0.019304179,283.20032,0.027020629,283.19958,0.036012478,283.2001,0.041137293
283.30032,0.0075680441,283.30035,0.023611829,283.30157,0.038700305,283.30426,0.047194667,283.30017,0.051793996
283.401,0.005445539,283.40012,0.031646952,283.40048,0.047380559,283.4003,0.054370772,283.40042,0.063907765
283.50012,0.020708241,283.49954,0.052696478,283.5,0.075839661,283.49982,0.077988096,283.49969,0.089600183
283.60101,0.03648119,283.59964,0.083132111,283.60187,0.12013233,283.60025,0.15012804,283.60052,0.16679722
283.70023,0.088334195,283.7002,0.17611101,283.69989,0.27783102,283.7005,0.35260454,283.70074,0.39074925
283.80029,0.19014257,283.79935,0.38161418,283.7999,0.580091,283.79956,0.72673285,283.79922,0.81250805
283.89987,0.31832486,283.89359,0.62247062,283.90018,0.96217942,283.89966,1.1849742,283.8996,1.3174325
284.00171,0.44039613,284.00037,0.88565648,284.00003,1.2953708,284.00177,1.5982436,284.00162,1.7950478
284.10089,0.50540942,284.09998,1.0243129,284.10013,1.4853574,284.10046,1.796394,284.10016,2.0193603
284.19962,0.52768993,284.19757,1.0702622,284.2005,1.54114,284.19351,1.8733764,284.19189,2.1230879
284.3002,0.52446705,284.30023,1.0586475,284.29932,1.5146118,284.30005,1.8230355,284.3002,2.0549743
284.39972,0.50861597,284.401,1.0173937,284.40045,1.4581701,284.40012,1.7638311,284.39975,1.9824066
284.49951,0.50234789,284.50037,0.99603403,284.50052,1.4319676,284.50018,1.7187288,284.50168,1.9374473
284.60034,0.50626856,284.59982,0.99146312,284.60034,1.4314845,284.60025,1.7256629,284.60059,1.9451464
284.70023,0.56170046,284.69989,1.0744007,284.70032,1.5797917,284.70023,1.9631046,284.70032,2.1773257
284.80011,0.70644224,284.80011,1.3207268,284.7995,1.9889357,284.80032,2.5212076,284.79977,2.7858348
284.90048,0.91246939,284.8999,1.7274915,284.90015,2.588074,284.90005,3.1560512,284.89734,3.6072824
285,1.1110566,285.00171,2.1140351,285.00146,3.1700084,284.99521,3.9701157,284.99948,4.4115214
285.10156,1.1487414,285.10031,2.2336648,285.10071,3.302978,285.10056,4.0841465,285.09964,4.5766025
285.19962,1.0337006,285.20386,2.0187874,285.19998,2.96192,285.20084,3.7138636,285.20053,4.1525826
285.30008,0.86921632,285.30328,1.6982211,285.30005,2.5112669,285.29996,3.0901864,285.29276,3.522331
285.39987,0.72266644,285.40048,1.4135824,285.40091,2.0621262,285.39987,2.5173986,285.39969,2.8308611
285.50049,0.52692997,285.49994,1.0512494,285.50018,1.5286592,285.50061,1.8750651,285.50009,2.0912652
285.59723,0.41970068,285.59967,0.82527363,285.60019,1.2043265,285.60025,1.4640276,285.60031,1.6452367
285.70236,0.34247532,285.69965,0.68056405,285.69821,0.9922139,285.70013,1.2067029,285.69965,1.3765506
285.7988,0.30408299,285.7998,0.59826636,285.79968,0.86726719,285.80008,1.0543433,285.7995,1.1765919
285.89941,0.28470403,285.8999,0.55047238,285.90045,0.7892223,285.90002,0.96496308,285.90015,1.0806694
285.99982,0.27386901,286.00104,0.51266646,286.00009,0.73577416,286.00024,0.88786763,286.00031,0.9866392
286.09372,0.26537892,286.10049,0.48668748,286.10001,0.68290627,286.10034,0.81876355,286.09973,0.91718173
286.20023,0.2669526,286.1994,0.47255766,286.1998,0.65729088,286.19977,0.79138839,286.19955,0.86856258
286.29605,0.28507984,286.29593,0.48779058,286.29971,0.67025352,286.29727,0.80406356,286.30014,0.89903241
286.40369,0.33741358,286.40018,0.54343361,286.40005,0.7425409,286.39911,0.87189573,286.39948,0.96612978
286.49942,0.40586236,286.49942,0.62209994,286.50024,0.82487041,286.49924,0.95726299,286.49997,1.0613065
286.59451,0.50912279,286.60007,0.74621892,286.60141,0.96777362,286.60019,1.1108394,286.60059,1.2158711
286.7002,0.63299441,286.70023,0.89163643,286.70099,1.1470433,286.70041,1.3346325,286.70001,1.456344
286.80005,0.78523648,286.79965,1.1087837,286.80124,1.4583322,286.80066,1.7057369,286.79974,1.8584343
286.89984,0.91128933,286.89969,1.3198619,286.90018,1.7264693,286.89264,1.9879196,286.89078,2.1653209
286.9996,0.95350361,287.00003,1.3723317,287.00085,1.7902925,286.99728,2.0135882,286.99942,2.2149291
287.10059,0.93703306,287.09949,1.3043432,287.10031,1.6367044,287.10019,1.8589495,287.10193,2.0323954
287.20013,0.9025923,287.19983,1.2021248,287.20074,1.485047,287.20059,1.6640724,287.1998,1.8043253
287.30066,0.85402888,287.30008,1.092066,287.29984,1.3092933,287.29996,1.4403439,287.3002,1.5520332
287.40085,0.81125635,287.40134,0.99407005,287.40024,1.1685663,287.39954,1.2758958,287.40057,1.3701786
287.50323,0.78504628,287.5004,0.93562067,287.49991,1.0850304,287.49973,1.1875871,287.49646,1.2661148
287.60022,0.7769984,287.59918,0.91056073,287.59943,1.0560685,287.59976,1.1379552,287.59875,1.2222098
287.70038,0.77930766,287.70016,0.90593725,287.70023,1.0426955,287.69974,1.1255835,287.70023,1.1890097
287.7995,0.79017448,287.79959,0.90762383,287.79996,1.0367703,287.80054,1.1127652,287.80014,1.1803122
287.8999,0.80685306,287.89957,0.91041046,287.89914,1.0312438,287.89963,1.1071531,287.90039,1.1717232
287.99335,0.8289178,288.00015,0.92865664,287.99951,1.048174,288.0011,1.1073494,287.99994,1.178856
288.09857,0.85596347,288.10074,0.95552212,288.09357,1.0734483,288.10046,1.1469795,288.10068,1.2004832
288.20004,0.8813079,288.19998,0.99203479,288.20071,1.1187692,288.20068,1.1981245,288.20053,1.2622523
288.29968,0.90400112,288.3002,1.0256801,288.30002,1.1701128,288.29953,1.2678647,288.30042,1.3408675
288.39902,0.92613816,288.39963,1.078508,288.39709,1.2472303,288.3999,1.3476065,288.39999,1.4482329
288.50058,0.95210296,288.5004,1.1433243,288.49966,1.3514369,288.49979,1.4935917,288.5004,1.5840673
288.59918,0.97915643,288.60077,1.2207403,288.59769,1.468249,288.59979,1.6490812,288.59949,1.77122
288.70029,1.0127379,288.69965,1.291473,288.69977,1.5840359,288.69971,1.7926029,288.69995,1.9346864
288.80112,1.029862,288.7995,1.3428929,288.80002,1.6552756,288.79944,1.8577958,288.80042,2.0230591
288.90076,1.0321667,288.89948,1.3505913,288.89896,1.6623981,288.89999,1.8695618,288.90027,2.0197043
289.00128,1.0212051,289.00046,1.3312474,289.00021,1.6251092,288.99969,1.8302811,288.99988,1.9781127
289.10034,1.0128313,289.10434,1.2983956,289.10013,1.5811797,289.09991,1.7667491,289.10016,1.910778
289.1991,1.0068225,289.19986,1.2784573,289.20016,1.5452795,289.20026,1.708451,289.19803,1.859411
289.30176,1.009554,289.29965,1.2652389,289.30035,1.5245379,289.29758,1.6855881,289.29666,1.8070495
289.40079,1.0152539,289.39941,1.2594587,289.3999,1.498536,289.39865,1.6585165,289.401,1.7880774
289.49954,1.0251799,289.49997,1.2519585,289.48969,1.4848231,289.49991,1.6329533,289.50201,1.7601364
289.5936,1.0343285,289.59982,1.2559128,289.59961,1.4801098,289.60037,1.6158087,289.60019,1.7332699
289.70041,1.0569279,289.70081,1.2672023,289.70395,1.4837248,289.70013,1.6218662,289.70068,1.7225996
289.79962,1.0682712,289.80096,1.2708712,289.79797,1.474035,289.80032,1.6075236,289.80136,1.7161278
289.90015,1.0942931,289.89993,1.2832645,289.89676,1.4875884,289.89929,1.6070517,289.90063,1.719229
290.00024,1.1230295,290.00061,1.3087002,290.00128,1.5074785,290.00034,1.622511,289.99234,1.7232151
290.09933,1.1549013,290.1001,1.3335205,290.10034,1.5283289,290.0997,1.6413991,290.10071,1.7366604
290.1994,1.1878397,290.1998,1.3588989,290.2009,1.5446268,290.19788,1.6582549,290.19617,1.7548516
290.2995,1.2388017,290.30066,1.3999426,290.29651,1.5881357,290.30014,1.6863686,290.30011,1.7889879
290.40091,1.2900763,290.4007,1.4493047,290.39996,1.6306261,290.40063,1.7322561,290.39932,1.8152044
290.50046,1.3490933,290.49966,1.499948,290.50018,1.6774217,290.49954,1.7726892,290.49994,1.8589294
290.60077,1.4087607,290.60031,1.5471756,290.59988,1.7193019,290.59958,1.8020582,290.60037,1.8963784
290.70013,1.486601,290.70016,1.611315,290.70035,1.7741349,290.70081,1.8482541,290.70062,1.9290347
290.80054,1.56718,290.79971,1.6765039,290.79971,1.8235884,290.80008,1.8872231,290.80032,1.9513475
290.89999,1.6660287,290.90005,1.7551281,290.90009,1.8874321,290.8996,1.9359984,290.89877,1.9988306
291.00235,1.7633666,291.00052,1.8328034,290.99991,1.9400942,290.99759,1.976243,291.0025,2.0428426
291.10242,1.8725319,291.09937,1.9226249,291.10083,2.0224972,291.09891,2.040777,291.09274,2.0857017
291.19971,1.9812431,291.19931,2.0076046,291.19998,2.092747,291.19952,2.0936975,291.19958,2.1214054
291.3002,2.0861678,291.30002,2.0973058,291.29306,2.1562171,291.29977,2.142313,291.29654,2.1752458
291.40002,2.1847141,291.40024,2.1714835,291.40036,2.2161577,291.40097,2.1833236,291.39957,2.2129681
291.50046,2.2731948,291.50031,2.2499838,291.49991,2.2824614,291.50049,2.2361622,291.5014,2.2462633
291.60095,2.3472042,291.60004,2.3121965,291.59998,2.3282764,291.60077,2.2714906,291.60013,2.272959
291.70013,2.409482,291.70288,2.3664086,291.70026,2.3706243,291.70023,2.3034794,291.69992,2.3058288
291.80026,2.4590273,291.79968,2.398566,291.80145,2.3959374,291.79971,2.3169875,291.80048,2.3260448
291.90045,2.5027218,291.90033,2.4411035,291.90134,2.428818,291.89941,2.3468382,291.9003,2.3358564
292.00006,2.5391665,291.99985,2.4715095,292.00003,2.4524164,292.00049,2.3651726,292.00171,2.3542352
292.10004,2.5681634,292.10004,2.4965427,292.10068,2.4715097,292.09937,2.3791833,292.10037,2.3683631
292.20038,2.5994804,292.20023,2.5137966,292.19971,2.4817352,292.20016,2.3829684,292.20032,2.3807056
292.2998,2.6280222,292.30038,2.5423236,292.29959,2.5059373,292.29984,2.4044874,292.29968,2.3825879
292.39737,2.6611218,292.39838,2.5689125,292.39896,2.5271871,292.40067,2.4178662,292.39801,2.4017127
292.50034,2.6906743,292.50052,2.5931916,292.49936,2.5426364,292.50021,2.4328902,292.50006,2.4122567
292.60062,2.7254181,292.60046,2.6135252,292.60074,2.560035,292.60025,2.437381,292.59982,2.422565
292.70013,2.7551749,292.70139,2.6423187,292.69983,2.5820644,292.70065,2.4566453,292.70016,2.41974
292.79965,2.7834527,292.80045,2.6650908,292.79993,2.5978048,292.80063,2.468082,292.80002,2.4386508
292.90036,2.8037679,292.90012,2.6808124,292.90036,2.6061676,292.89453,2.4742329,292.89984,2.4417801
292.99969,2.8187439,293.00021,2.6823976,292.99857,2.6083338,293.00073,2.4676211,292.99985,2.4415348
293.10001,2.8269143,293.09991,2.6955361,293.09991,2.6143603,293.10059,2.4753568,293.09988,2.4289176
293.19943,2.8291101,293.19928,2.6952169,293.20023,2.6109955,293.19955,2.4686275,293.19968,2.4313266
293.29971,2.8253555,293.30014,2.6881392,293.30054,2.6033804,293.29996,2.461226,293.29947,2.4242952
293.39993,2.8196981,293.39975,2.6810575,293.4003,2.5893161,293.39993,2.4421797,293.39993,2.4136777
293.50021,2.8137047,293.50082,2.675467,293.49954,2.5860665,293.50061,2.4417558,293.50034,2.3963349
293.59995,2.8072224,293.59964,2.6690674,293.60031,2.5788674,293.60004,2.4341087,293.59879,2.3960943
293.70007,2.8013089,293.7002,2.6581848,293.69998,2.5704017,293.7001,2.4275801,293.70065,2.3880689
293.80042,2.7988403,293.80042,2.656616,293.80029,2.5623181,293.79953,2.4142859,293.80017,2.3815703
293.89975,2.7983801,293.90106,2.6557364,293.90021,2.561579,293.89755,2.4165115,293.89993,2.3682563
293.99985,2.8012419,294.00009,2.6555202,293.99985,2.5597112,294.00073,2.4123659,293.99741,2.3718536
294.10028,2.8013852,294.10019,2.6506953,294.09976,2.5545371,294.09967,2.4076283,294.09946,2.3684332
294.20013,2.807575,294.19992,2.6566236,294.20047,2.5568104,294.20032,2.3992171,294.20013,2.3569727
294.30048,2.8121951,294.29993,2.6598458,294.29993,2.557188,294.29962,2.404494,294.30078,2.3606241
294.39993,2.8132296,294.40027,2.6585028,294.39981,2.5536606,294.40015,2.3988445,294.39984,2.3535352
294.49976,2.8126509,294.49475,2.6518207,294.49957,2.5450704,294.50159,2.3927052,294.50333,2.3480639
