Model,Multiplier,Share (%)
MNL,1.0,34.04297760913356
MNL,1.1,27.987957227015016
MNL,1.2,22.182528377506074
MNL,1.3,16.923302530150977
NL,1.0,34.04230033783895
NL,1.1,27.98922701784891
NL,1.2,22.185489320653872
NL,1.3,16.927454390817008
Mixed Logit,1.0,34.072916529737064
Mixed Logit,1.1,32.801421781077664
Mixed Logit,1.2,31.574211700739163
Mixed Logit,1.3,30.348125420160898
