test,loss,RNAP_dist,fold_change,k_on,width,threshold
0,0.016965824920854782,66.42900276931513,21.518808661673436,0.0285535639215366,0.2041803422919731,0.2396157378376446
1,0.008342791266907082,271.30615043962473,11.385256711237115,0.0285535639215366,0.2041803422919731,0.2396157378376446
2,0.000413945778766553,264.9878126458059,37.07767962641817,0.0285535639215366,0.2041803422919731,0.2396157378376446
3,0.0008279539665302936,381.9886474345469,48.62553106984098,0.0285535639215366,0.2041803422919731,0.2396157378376446
4,0.0004165295011808574,289.1522978259075,25.39892395061982,0.0285535639215366,0.2041803422919731,0.2396157378376446
5,0.00023990103390452165,278.0554968807287,45.610285687072505,0.0285535639215366,0.2041803422919731,0.2396157378376446
6,0.0015758333502868627,465.2410812133753,21.261915038662835,0.0285535639215366,0.2041803422919731,0.2396157378376446
7,5.6598967542934195e-05,393.9965457454008,27.022828716228787,0.0285535639215366,0.2041803422919731,0.2396157378376446
8,0.004162566681969889,120.20547658782834,31.784341914205207,0.0285535639215366,0.2041803422919731,0.2396157378376446
9,0.019401285777764447,57.02551871360589,43.47247477059065,0.0285535639215366,0.2041803422919731,0.2396157378376446
10,0.00604779554761597,213.0107612460636,14.293835993426987,0.0285535639215366,0.2041803422919731,0.2396157378376446
11,0.06487996068730562,94.25574387729682,13.502292342644383,0.0285535639215366,0.2041803422919731,0.2396157378376446
12,0.00025761761322874634,307.17982581417186,43.99611227558217,0.0285535639215366,0.2041803422919731,0.2396157378376446
13,0.024398796999331198,147.73779431111808,10.368011814108907,0.0285535639215366,0.2041803422919731,0.2396157378376446
14,0.020095139815013992,142.89713505658972,13.13512494171087,0.0285535639215366,0.2041803422919731,0.2396157378376446
15,0.8085401448401289,28.53479135704987,6.226909560726211,0.0285535639215366,0.2041803422919731,0.2396157378376446
16,0.021810453469958798,116.8165079903346,16.45413821815591,0.0285535639215366,0.2041803422919731,0.2396157378376446
17,0.0005973734037649508,368.6739579523356,36.153233471914795,0.0285535639215366,0.2041803422919731,0.2396157378376446
18,0.00012780973968822763,256.88334158120557,30.77282036714027,0.0285535639215366,0.2041803422919731,0.2396157378376446
19,0.0003222561374450126,380.3223069946886,38.83160762231014,0.0285535639215366,0.2041803422919731,0.2396157378376446
20,0.0005089706230497857,470.75591885046686,29.64990411009009,0.0285535639215366,0.2041803422919731,0.2396157378376446
21,0.0002931053822310883,341.8851609991381,29.667132600660054,0.0285535639215366,0.2041803422919731,0.2396157378376446
22,0.0003145662973298116,206.75671358931825,24.793057221779186,0.0285535639215366,0.2041803422919731,0.2396157378376446
23,0.0001813824221140738,417.7809115500006,20.03227725290175,0.0285535639215366,0.2041803422919731,0.2396157378376446
24,8.850953692902231e-05,229.44242122050952,33.69339766696451,0.0285535639215366,0.2041803422919731,0.2396157378376446
25,0.8724795757444784,197.70117788509515,1.8330020349397529,0.0285535639215366,0.2041803422919731,0.2396157378376446
26,0.0016375351262873973,492.7997896361301,33.8300956343044,0.0285535639215366,0.2041803422919731,0.2396157378376446
27,0.00046838919109701375,326.42612232798405,40.2334393918254,0.0285535639215366,0.2041803422919731,0.2396157378376446
28,0.00023601993198038947,233.22273609816776,26.071932066975446,0.0285535639215366,0.2041803422919731,0.2396157378376446
29,0.0009997841238490203,429.9228976897322,18.903036989430113,0.0285535639215366,0.2041803422919731,0.2396157378376446
30,0.0009497733005799148,177.27580119005987,26.369088643944004,0.0285535639215366,0.2041803422919731,0.2396157378376446
31,0.0006953567251585895,409.0192185934324,34.36570203435502,0.0285535639215366,0.2041803422919731,0.2396157378376446
32,0.00023815985405307457,348.9336214236354,41.22858238248306,0.0285535639215366,0.2041803422919731,0.2396157378376446
33,3.679171376248318e-05,232.0913474138819,49.39371489342917,0.0285535639215366,0.2041803422919731,0.2396157378376446
34,0.00025281356911360694,304.18965498937297,49.822574352021235,0.0285535639215366,0.2041803422919731,0.2396157378376446
35,0.028849546535764953,250.5937794506096,7.4796115820437095,0.0285535639215366,0.2041803422919731,0.2396157378376446
36,0.0004597945969228939,174.17762050076823,46.745093979171415,0.0285535639215366,0.2041803422919731,0.2396157378376446
37,9.111044050563304e-05,457.4664122942453,22.53242910569534,0.0285535639215366,0.2041803422919731,0.2396157378376446
38,3.211458324772028,405.1414639801144,0.25381035976229427,0.0285535639215366,0.2041803422919731,0.2396157378376446
39,0.0009364439893727643,498.50555202548856,48.154431444157765,0.0285535639215366,0.2041803422919731,0.2396157378376446
40,9.905770320390488e-05,277.9206958956205,42.996565341182404,0.0285535639215366,0.2041803422919731,0.2396157378376446
41,0.9529895211403129,69.59254477975134,2.8185631870956165,0.0285535639215366,0.2041803422919731,0.2396157378376446
42,0.0014096206454114945,310.7241693525582,17.29732820122696,0.0285535639215366,0.2041803422919731,0.2396157378376446
