distance,mean,std
101,0.979972180164211,0.003777327031183008
121,0.9655230990804682,0.006444637484380242
151,0.9766403650225062,0.006718870037129711
191,0.9837167793000727,0.003690847490633618
251,1.0,0.0034132948169653095
331,1.0116490433341128,0.002302832629124541
451,1.030980136308989,0.009635259194116085
621,1.0506550791716418,0.008009726230583448
851,1.0820685155778773,0.009551825222819606
1081,1.096194262876932,0.005564221401065483
2311,1.119485784392169,0.006036083146836779
3240,1.145280270484303,0.013307633444080959
