Signal,Error,distance
0.965164157481725,0.014498898290533807,101
1.0010531839949386,0.00886477909577535,121
0.987833250165242,0.0067228355936030425,151
0.9977773312424886,0.007034746677018506,191
1.0,0.008054156119347549,251
1.03363216854635,0.007782685546003498,331
1.0479529764829414,0.0048278719110185055,451
1.0864454871216083,0.007824605102897172,621
1.1063228363706068,0.008571538104269534,851
1.1085856783284194,0.005627803512505731,1081
1.1513594616257166,0.014981527082005208,2311
1.156125337880806,0.010485992533621898,3240
