type,name,site,position,direction,size,twist,superhelical
EXT,EXT_L,EXT,-1609.0,0,0.0,-103.20783666839256,-0.08108763159461885
RNAP,RNAP,tetA,518.0,1,32.0,-15.823641421814363,-0.047817925632824484
RNAP,RNAP,tetA,1103.0,1,32.0,71.22541388157899,0.061039336039335215
origin,ori,ori,3085.0,0,100.0,-0.6462704887384718,-0.06000000000000001
NAP,lacI,lac1,3167.0,0,20.0,-42.51023659257503,-0.06
NAP,lacI,lac2,4371.0,0,20.0,-103.20783666839256,-0.08108763159461885
EXT,EXT_R,EXT,6518.0,0,0.0,0.0,-0.06
