,id,corpus_id,chantlink,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast,feast_code,genre,office,srclink,melody_id,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx,db,image_link
10,,,https://cantusdatabase.org/chant/264404,Iussit eam virgis cedi suspensam,206051,6,,,TR-Itks 42,2.3,192v,,,,Margaritae,14072010,A,M,https://cantusdatabase.org/source/123706,,Iussit eam virgis cedi suspensam in arbore,,,,,,CD,
11,,,https://cantusdatabase.org/chant/533610,His festis mundus jubili sit,202197,1,,,NL-ZUa 6,1.1,218v,,,,Gudulae,14010810,A,M,https://cantusdatabase.org/source/123648,,,,,,,,CD,
12,,,https://cantusdatabase.org/chant/482436,Puer Jesus crescebat plenus,204000,8,,,E-Tc 44.2,M,026r,,,,Dom. p. Nat. Dom.,03021000,A,V2,https://cantusdatabase.org/source/123639,,,,,,,,CD,
13,,,https://cantusdatabase.org/chant/155141,Puer Jesus crescebat plenus,204000,1,,,F-AS 465 (CGM 893),M,063r,,,,Dom. p. Nat. Dom.,03021000,A,V2,https://cantusdatabase.org/source/123593,,,,,,,,CD,https://bvmm.irht.cnrs.fr/iiif/24878/canvas/canvas-2562909/view
14,,,https://cantusdatabase.org/chant/498752,Puer Jesus*,204000,*,,,F-VAL 114,1M,023v,,,,Dom. p. Nat. Dom.,03021000,A,V2,https://cantusdatabase.org/source/123642,,,,,,,,CD,
15,,,https://cantusdatabase.org/chant/498996,Puer Jesus crescebat plenus,204000,1,,,F-VAL 114,M,029v,,,,Dom. p. Nat. Dom.,03021000,A,V2,https://cantusdatabase.org/source/123642,,,,,,,,CD,
16,,,https://cantusdatabase.org/chant/368666,Puer Jesus crescebat plenus,204000,1,,,I-Lc 601,M,062,,,,Dom. p. Nat. Dom.,03021000,A,V2,https://cantusdatabase.org/source/123680,,,,,,,,CD,
17,,,https://cantusdatabase.org/chant/411688,Maxima namque dominus per fimbrias,203061,7T,,,F-Pn Lat. 15181,B,409r,,,,Genovefae,14010300,A,L,https://cantusdatabase.org/source/123631,,Maxima namque dominus per fimbrias etiam vestimenti Genovefae sibi dilectae virginis super aegrotos ac variis detentos languoribus ostendere saepius dignatus est sanitatum remedia,,1---knm-no--op---mno--o7---onpo--n--o---pr---rq--po--opo---nm-no7--op-po---o--pq--p--o---p--o--mno7--onllk---kl--nm---no--on--lm---m--l--k7---opo--nm---no--o--o---pr---rs--r--rq---p7--on--p---pqp--o--no--o---lm-no-on--po77--no--o---op-qr--qpo--o---oN--op--on---non--llk7---lmk--ln--nm--lk---lml--k--jk--k---4---o--o--p--o--n--no7---3---nm--no--o--o7---3,,,,CD,http://gallica.bnf.fr/ark:/12148/btv1b8447768b/f827.item
18,,,https://cantusdatabase.org/chant/411693,Maxima*,203061,*,,,F-Pn Lat. 15181,B,409v,,,,Genovefae,14010300,A,L,https://cantusdatabase.org/source/123631,,Maxima*,,,,,,CD,http://gallica.bnf.fr/ark:/12148/btv1b8447768b/f828.item
19,,,https://cantusdatabase.org/chant/208205,Cum oraret beatus Martialis,201030,1,,,F-CA Impr. XVI C 4,1,147v,,,,"Martialis, Apost.",14070800,A,V2,https://cantusdatabase.org/source/123602,,,,,,,,CD,
20,,,https://cantusdatabase.org/chant/448726,Cum oraret*,201030,1*,,,F-Pn Lat. 1085,1,078r,,,,Octava Martialis,14070630,A,L,https://cantusdatabase.org/source/123663,,,,,,,,CD,http://gallica.bnf.fr/ark:/12148/btv1b8432277r/f165.image
21,,,http://musmed.eu/chant/155714,Cum oraret beatus Martialis apparens Dominus ,201030,,,,F-Pn Lat. 909,1,068v,,,,"Martialis, Apost.",14070800,A,L,http://musmed.eu/source/13026,,Cum oraret beatus Martialis apparens Dominus ei dixit pax frater tibi sit carissime gaudens eris mecum in splendore magno,,,,,,MMMO,https://gallica.bnf.fr/ark:/12148/btv1b84323046/f144.item
22,,,http://musmed.eu/chant/155726,Cum oraret *,201030,,,,F-Pn Lat. 909,,070r,,,,"Martialis, Apost.",14070800,A,V2,http://musmed.eu/source/13026,,Cum oraret *,,,,,,MMMO,https://gallica.bnf.fr/ark:/12148/btv1b84323046/f147.item
23,,,https://cantusdatabase.org/chant/449468,Milites sumus*,203105,1,,,F-Pn Lat. 1085,2.3,088r,,,,Mauritii,,A,M,https://cantusdatabase.org/source/123663,,,,,,,,CD,http://gallica.bnf.fr/ark:/12148/btv1b8432277r/f185.image
24,,,https://musicahispanica.eu/chant/51075,Utquem jam venerabilem vitam fecerat etiam ,205092,1,,,E-Bbc (Barcelona) Ms. 619,1.3,124v,,,,Saturnini,14112900,A,M,https://musicahispanica.eu/source/20245,,Utquem jam venerabilem vitam fecerat etiam passio consecrarat,,,,,,SEMM,0
25,,,https://cantusdatabase.org/chant/481054,Utquem jam venerabilem vitam,205092,?,,,E-Tc 44.1,3,154v,,,,Octava Saturnini,14120610,A,M,https://cantusdatabase.org/source/123638,,,,,,,,CD,
26,,,https://cantusdatabase.org/chant/251851,Deo cum laetitia serviens puella,201154,5,,,A-Gu 30,2,308r,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123611,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,CD,https://unipub.uni-graz.at/obvugrscript/content/pageview/6789948
27,,,https://cantusdatabase.org/chant/439291,Deo cum laetitia serviens,201154,?,,,A-SF XI 480,2,145v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123658,,Deo cum laetitia serviens,,,,,,CD,
28,,,https://cantusdatabase.org/chant/508264,Deo cum laetitia serviens,201154,5,,,A-VOR 287,2,201v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123643,,Deo cum laetitia serviens,,,,,,CD,https://iiif-mufo.oeaw.ac.at/mahss/A-VOR287/A-VOR287-201v/full/full/0/default.jpg
29,,,https://cantusdatabase.org/chant/536423,Deo cum laetitia serviens,201154,5,,,A-Wda D-4,2,285r,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123649,,Deo cum laetitia serviens,,,,,,CD,https://iiif-mufo.oeaw.ac.at/mahss/A-WdaD4/A-WdaD4-285r/full/full/0/default.jpg
30,,,https://cantusdatabase.org/chant/476117,Deo cum laetitia serviens puella,201154,*,,,CH-SGs 388,2,452,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123750,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,CD,http://www.e-codices.unifr.ch/en/csg/0388/452/medium
31,,,https://cantusbohemiae.cz/chant/39277,Deo cum laetitia serviens puella sub ,201154,5,,,CZ-Pn (Praha) XII A 21,2,256v,,,,Elisabeth Hung.,14111900,A,L,https://cantusbohemiae.cz/source/37034,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,FCB,
32,,,https://cantusbohemiae.cz/chant/38723,Deo cum laetitia serviens puella sub ,201154,5,,,CZ-Pu (Praha) VI G 3a,2,205r,,,,Elisabeth Hung.,14111900,A,L,https://cantusbohemiae.cz/source/9147,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,FCB,
33,,,https://cantusbohemiae.cz/chant/26426,Deo cum laetitia serviens puella sub ,201154,5,,,CZ-Pu (Praha) XIII C 4,2,134r,,,,Elisabeth Hung.,14111900,A,L,https://cantusbohemiae.cz/source/2156,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,FCB,
34,,,https://cantusdatabase.org/chant/259829,Deo cum laetitia serviens,201154,5,,,D-FUl Aa 55,2,182v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123685,,Deo cum laetitia serviens,,,,,,CD,https://fuldig.hs-fulda.de/viewer/fullscreen/PPN432340890/372/
35,,,https://cantusdatabase.org/chant/619020,Deo cum laetitia serviens puella,201154,5,,,D-KA Aug. LX,2,189r,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123612,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,1---h--g---f---hk--kl--k--k---k--lm-n--mlk-l---lml--k--k---m---n--o--m---n7--mlk--k---k--ijhg--h---ghg--fgf--f---4---k--k--l--j--kJ--h---3,,,,CD,http://digital.blb-karlsruhe.de/blbhs/content/pageview/1253627
36,,,https://cantusdatabase.org/chant/558922,Deo cum laetitia serviens,201154,5,,,D-W 28 Helmst.,2,216r,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123716,,Deo cum laetitia serviens,,,,,,CD,
37,,,https://cantusdatabase.org/chant/315086,Deo cum laetitia serviens,201154,5,,,DK-Kk 3449 8o [13] XIII,2,074v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123701,,Deo cum laetitia serviens,,1--h-h--f--h-kkl-k-k--klmn-mlk-l-,,,,CD,https://cantus.app.uni-regensburg.de/microfilm/copenhagen/vol13/pages/075.html
38,,,https://cantusdatabase.org/chant/205879,Deo cum laetitia serviens puella,201154,5,,,F-CA 38,2,411r,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123601,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,CD,
39,,,https://cantusdatabase.org/chant/208900,Deo cum laetitia serviens puella,201154,5,,,F-CA Impr. XVI C 4,2,196r,,,,Elisabeth Hung.,14111900,A,V2,https://cantusdatabase.org/source/123602,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,CD,
40,,,https://cantusdatabase.org/chant/193534,Deo cum laetitia serviens,201154,5,,,H-Bu lat. 121,2,064v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123599,,Deo cum laetitia serviens,,,,,,CD,
41,,,https://cantusdatabase.org/chant/368009,Deo cum laetitia serviens,201154,*,,,I-Nn vi.E.20,2,412v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123674,,Deo cum laetitia serviens,,,,,,CD,
42,,,https://cantusdatabase.org/chant/392207,Deo cum laetitia serviens puella,201154,5,,,MA Impr. 1537,2,477r,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123724,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,CD,http://daten.digitale-sammlungen.de/bsb00090351/image_939
43,,,https://cantusdatabase.org/chant/533691,Deo cum laetitia serviens,201154,5,,,NL-ZUa 6,2,226v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123648,,Deo cum laetitia serviens,,,,,,CD,
44,,,https://cantusdatabase.org/chant/329396,Deo cum laetitia serviens,201154,5,,,PL-KIk 1,2,249v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123736,,Deo cum laetitia serviens,,,,,,CD,
45,,,https://cantusdatabase.org/chant/308782,Deo cum laetitia serviens,201154,5,,,PL-Kkar 1 (Rkp 12),2,350,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123686,,Deo cum laetitia serviens,,,,,,CD,
46,,,https://cantusplanus.pl/chant/12247,Deo cum laetitia serviens,201154,5,,,PL-Klk 1 Antyfonarz kielecki,2,249v,,,,Elisabeth Hung.,14111900,A,L,https://cantusplanus.pl/source/4557,,-,,,,,,CPL,
47,,,https://cantusplanus.pl/chant/17205,Deo cum laetitia serviens puella sub ,201154,5,,,"PL-PŁsem MsEPl 12 Antyfonarz z Płocka, pars de sanctis",2,154r,,,,Elisabeth Hung.,14111900,A,L,https://cantusplanus.pl/source/14458,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,CPL,https://cantusplanus.pl/image/14768
48,,,https://cantusdatabase.org/chant/565416,Deo cum laetitia serviens puella,201154,5,,,PL-WRu R 503,2,211r,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123756,,Deo cum laetitia serviens puella sub magistri manibus sustinet flagella,,,,,,CD,
49,,,https://cantusdatabase.org/chant/358546,Deo cum laetitia serviens,201154,5,,,SI-Lna 19 (olim 18),2,188v,,,,Elisabeth Hung.,14111900,A,L,https://cantusdatabase.org/source/123659,,Deo cum laetitia serviens,,,,,,CD,
